temp_measured;r_ntc;temp_calc;temp_diff
88,0;0,48728;88,1193058412;-0,119305841223
89,0;0,4724;89,1197089827;-0,119708982678
90,0;0,45806;90,1189962718;-0,118996271773
91,0;0,4442;91,1199317269;-0,119931726939
92,0;0,43085;92,1189019235;-0,118901923484
93,0;0,41796;93,1181402221;-0,118140222128
94,0;0,40551;94,1178319524;-0,117831952442
95,0;0,39349;95,1174061934;-0,117406193439
96,0;0,38189;96,1162724693;-0,116272469324
97,0;0,37069;97,1147296181;-0,114729618089
98,0;0,35987;98,113187841;-0,113187841028
99,0;0,34941;99,112180481;-0,112180481037
100,0;0,33932;100,109360516;-0,109360516008
101,0;0,32955;101,108353361;-0,108353361122
102,0;0,32012;102,105827106;-0,105827105972
103,0;0,311;103,103601283;-0,103601282977
104,0;0,30218;104,101512893;-0,101512893423
105,0;0,29365;105,099431917;-0,099431916999
106,0;0,28541;106,09603671;-0,0960367095523
107,0;0,27743;107,093697255;-0,0936972547659
108,0;0,26972;108,089911686;-0,08991168586
109,0;0,26226;109,085963271;-0,0859632705901
110,0;0,25503;110,083370093;-0,0833700925061
111,0;0,24804;111,079559142;-0,0795591416108
112,0;0,24128;112,074653797;-0,074653796951
113,0;0,23472;113,071944195;-0,0719441950963
114,0;0,22838;114,06723144;-0,0672314404184
115,0;0,22224;115,062394448;-0,0623944477705
116,0;0,21629;116,057918606;-0,0579186063537
117,0;0,21053;117,05264683;-0,0526468299768
118,0;0,20495;118,047130413;-0,0471304134497
119,0;0,19954;119,042043974;-0,042043974203
120,0;0,1943;120,036268949;-0,0362689492932
121,0;0,18922;121,030577111;-0,0305771108721
122,0;0,1843;122,023837247;-0,0238372472894
123,0;0,17952;123,019050094;-0,0190500944535
124,0;0,17489;124,013100902;-0,0131009024187
125,0;0,17041;125,004767747;-0,00476774711632
126,0;0,16606;125,997363155;0,00263684472793
127,0;0,16183;126,992276532;0,00772346831957
128,0;0,15774;127,983720563;0,0162794371965
129,0;0,15377;128,975373633;0,0246263670372
130,0;0,14991;129,968810504;0,0311894959194
131,0;0,14617;130,960452705;0,0395472947279
132,0;0,14254;131,951864971;0,0481350290288
133,0;0,13902;132,94199523;0,0580047699852
134,0;0,13559;133,935585862;0,0644141379503
135,0;0,13227;134,925880764;0,0741192361518
136,0;0,12904;135,917807801;0,0821921988648
137,0;0,12591;136,907308808;0,0926911919233
138,0;0,12287;137,896481047;0,103518952818
139,0;0,11991;138,887716883;0,11228311733
140,0;0,11704;139,876732634;0,123267366075
141,0;0,11425;140,865967029;0,134032970927
142,0;0,11154;141,854487344;0,145512655938
143,0;0,1089;142,845093301;0,154906699212
144,0;0,10634;143,83311387;0,166886129848
145,0;0,10385;144,821420551;0,178579448739
146,0;0,10143;145,809118513;0,190881486502
147,0;0,099074;146,797796822;0,202203177714
148,0;0,096785;147,785321703;0,214678297335
149,0;0,094559;148,772495721;0,227504279259
150,0;0,092393;149,759786646;0,240213354233
